UH;Reserva;Descrição;Crédito;Débito;Valor;Documento;Data;Hora;Usuário;Qtde.;Motivo;
905;57777748;A FATURAR;0;148,00;148,00;;26/05/2022;14:22:10;CALOLIVEIRA;1;Erro de Laçto;
204;57960577;A FATURAR;0;149,10;149,10;;26/05/2022;15:52:35;CALOLIVEIRA;1;Erro de Laçto;
1003;58007814;A FATURAR;0;252,00;252,00;;26/05/2022;15:29:49;LPADOVINO;1;Erro de Laçto;
905;57777748;A FATURAR;0;344,40;344,40;;26/05/2022;14:22:10;CALOLIVEIRA;1;Erro de Laçto;
904;58111042;A FATURAR;0;392,45;392,45;;26/05/2022;7:39:45;IGPESSOA;1;Erro de Laçto;
109;57814376;A FATURAR;0;496,14;496,14;;26/05/2022;4:09:30;RFELIZ;1;Erro de Laçto;
1011;58084096;STONE - VISA CREDITO;0;579,60;579,60;579764;26/05/2022;1:14:00;RFREITAS;1;ERRO DE LANÇAMENTO;
1109;58048960;STONE - MASTERCARD C;0;595,35;595,35;431677;26/05/2022;1:11:00;RFREITAS;1;ERRO DE LANÇAMENTO;
1209;57804397;A FATURAR;0;630,00;630,00;;26/05/2022;15:15:46;LPADOVINO;1;Erro de Laçto;
1005;58024328;ESTACIONAMENTO;-50;0,00;-50,00;ref a est pendente;26/05/2022;17:22:51;CFIOR;1;ERRO DE LANÇAMENTO;
911;58293582;DIARIA NET;-470;0,00;-470,00;UH: 911 Reserva: 582;27/05/2022;18:50:00;CFIOR;1;ERRO DO SISTEMA;
109;57850003;A FATURAR;0;470,40;470,40;;27/05/2022;14:28:46;LPADOVINO;1;Erro de Laçto;
809;57990816;DIFERENÇA DE DIARIA;-90;0,00;-90,00;UH: 809;27/05/2022;13:45:16;CALOLIVEIRA;1;AUTORIZADO PELO GERENT;
809;57990816;DIFERENÇA DE DIARIA;-90;0,00;-90,00;UH: 809 Reserva: 579;27/05/2022;13:45:16;CALOLIVEIRA;1;AUTORIZADO PELO GERENT;
809;57990816;DIFERENÇA DE DIARIA;-90;0,00;-90,00;UH: 809 Reserva: 579;27/05/2022;13:45:16;CALOLIVEIRA;1;AUTORIZADO PELO GERENT;
809;57990816;DIFERENÇA DE DIARIA;-90;0,00;-90,00;UH: 809 Reserva: 579;27/05/2022;13:45:16;CALOLIVEIRA;1;AUTORIZADO PELO GERENT;
106;58176349;DIFERENÇA DE DIARIA;-30;0,00;-30,00;UH: 106 Reserva: 581;27/05/2022;10:01:00;IGPESSOA;1;AUTORIZADO PELO GERENT;
106;58176349;DIFERENÇA DE DIARIA;-30;0,00;-30,00;ref a visita jaqueline;27/05/2022;10:01:00;IGPESSOA;1;AUTORIZADO PELO GERENT;
106;58176349;DIFERENÇA DE DIARIA;-30;0,00;-30,00;UH: 106 Reserva: 581;27/05/2022;10:01:00;IGPESSOA;1;AUTORIZADO PELO GERENT;
1208;58176438;DIFERENÇA DE DIARIA;-30;0,00;-30,00;;27/05/2022;10:02:34;IGPESSOA;1;AUTORIZADO PELO GERENT;
;;FRIGOBAR;-18;0,00;-18,00;Venda: 75938038;27/05/2022;19:36:47;CALOLIVEIRA;3;HOSPEDE NÃO CONSUMIU;
903;57442487;FRIGOBAR;-12;0,00;-12,00;Venda: 75940569;27/05/2022;7:00:00;IGPESSOA;2;HOSPEDE NÃO CONSUMIU;
;;FRIGOBAR;-12;0,00;-12,00;Venda: 75939769;27/05/2022;19:36:47;CALOLIVEIRA;2;HOSPEDE NÃO CONSUMIU;
705;57502994;FRIGOBAR;-8;0,00;-8,00;Venda: 75939779;27/05/2022;6:28:00;RFREITAS;1;HOSPEDE NÃO CONSUMIU;
;;FRIGOBAR;-6;0,00;-6,00;Venda: 75936446;27/05/2022;19:36:46;CALOLIVEIRA;1;HOSPEDE NÃO CONSUMIU;
404;57965242;FRIGOBAR;-5;0,00;-5,00;Venda: 75939791;27/05/2022;8:22:47;IGPESSOA;1;HOSPEDE NÃO CONSUMIU;
;;ESTACIONAMENTO;-5;0,00;-5,00;rlj 772;27/05/2022;19:39:02;CALOLIVEIRA;1;AUTORIZADO PELO GERENT;
;;ESTACIONAMENTO;-5;0,00;-5,00;RXK-2C99;27/05/2022;19:39:02;CALOLIVEIRA;1;AUTORIZADO PELO GERENT;
;;ESTACIONAMENTO;-5;0,00;-5,00;RLJ772;27/05/2022;19:39:03;CALOLIVEIRA;1;AUTORIZADO PELO GERENT;
;;ESTACIONAMENTO;-5;0,00;-5,00;**RXK299;27/05/2022;19:39:03;CALOLIVEIRA;1;AUTORIZADO PELO GERENT;
;;ESTACIONAMENTO;-5;0,00;-5,00;RLE042;27/05/2022;19:39:03;CALOLIVEIRA;1;AUTORIZADO PELO GERENT;
809;57990816;ISS;-4,5;0,00;-4,50;;27/05/2022;13:45:16;CALOLIVEIRA;1;AUTORIZADO PELO GERENT;
809;57990816;ISS;-4,5;0,00;-4,50;;27/05/2022;13:45:16;CALOLIVEIRA;1;AUTORIZADO PELO GERENT;
809;57990816;ISS;-4,5;0,00;-4,50;;27/05/2022;13:45:16;CALOLIVEIRA;1;AUTORIZADO PELO GERENT;
809;57990816;ISS;-4,5;0,00;-4,50;;27/05/2022;13:45:16;CALOLIVEIRA;1;AUTORIZADO PELO GERENT;
408;58176322;FRIGOBAR;-4;0,00;-4,00;Venda: 75938053;27/05/2022;19:59:48;CALOLIVEIRA;1;AUTORIZADO PELO GERENT;
106;58176349;ISS;-1,5;0,00;-1,50;;27/05/2022;10:01:00;IGPESSOA;1;AUTORIZADO PELO GERENT;
106;58176349;ISS;-1,5;0,00;-1,50;;27/05/2022;10:01:00;IGPESSOA;1;AUTORIZADO PELO GERENT;
106;58176349;ISS;-1,5;0,00;-1,50;;27/05/2022;10:01:00;IGPESSOA;1;AUTORIZADO PELO GERENT;
1208;58176438;ISS;-1,5;0,00;-1,50;;27/05/2022;10:02:34;IGPESSOA;1;AUTORIZADO PELO GERENT;
;;ISS;-0,25;0,00;-0,25;;27/05/2022;19:39:02;CALOLIVEIRA;1;AUTORIZADO PELO GERENT;
;;ISS;-0,25;0,00;-0,25;;27/05/2022;19:39:03;CALOLIVEIRA;1;AUTORIZADO PELO GERENT;
;;ISS;-0,25;0,00;-0,25;;27/05/2022;19:39:03;CALOLIVEIRA;1;AUTORIZADO PELO GERENT;
;;ISS;-0,25;0,00;-0,25;;27/05/2022;19:39:03;CALOLIVEIRA;1;AUTORIZADO PELO GERENT;
;;ISS;-0,25;0,00;-0,25;;27/05/2022;19:39:03;CALOLIVEIRA;1;AUTORIZADO PELO GERENT;
106;58176349;STONE - ELO DEBITO;0;35,50;35,50;442801;27/05/2022;23:27:00;CALOLIVEIRA;1;ERRO DE LANÇAMENTO;
1105;57899053;A FATURAR;0;362,25;362,25;;27/05/2022;0:51:42;RFREITAS;1;Erro de Laçto;
308;58176365;A FATURAR;0;378,00;378,00;;27/05/2022;19:15:30;CALOLIVEIRA;1;Erro de Laçto;
306;58176373;A FATURAR;0;378,00;378,00;;27/05/2022;19:19:32;CALOLIVEIRA;1;Erro de Laçto;
907;57447640;DIARIA NET;-470;0,00;-470,00;UH: 907 Reserva: 574;27/05/2022;2:19:00;RFREITAS;1;ERRO DO SISTEMA;
907;57447640;DIARIA NET;-470;0,00;-470,00;UH: 907 Reserva: 574;28/05/2022;1:02:00;RFREITAS;1;ERRO DO SISTEMA;
408;58318283;STONE - VISA CREDITO;0;326,55;326,55;350961;28/05/2022;0:35:00;RFREITAS;1;ERRO DE LANÇAMENTO;
601;58034277;DIFERENÇA DE DIARIA;-174,2;0,00;-174,20;UH: 601 Reserva: 580;28/05/2022;8:00:00;RFELIZ;1;ERRO DE LANÇAMENTO;
806;58276610;NO SHOW;-31,5;0,00;-31,50;REF A 25.05;28/05/2022;20:15:13;CALOLIVEIRA;1;AUTORIZADO PELO GERENT;
1106;58290176;ESTACIONAMENTO;-25;0,00;-25,00;RUB788;28/05/2022;0:25:00;RFREITAS;1;LCTO EM DUPLICIDADE;
601;58034277;ISS;-8,71;0,00;-8,71;;28/05/2022;8:00:00;RFELIZ;1;ERRO DE LANÇAMENTO;
601;58034277;ISS;-8,71;0,00;-8,71;;28/05/2022;8:00:00;RFELIZ;1;ERRO DE LANÇAMENTO;
1010;58237267;FRIGOBAR;-8;0,00;-8,00;Venda: 75942342;28/05/2022;12:09:07;CALOLIVEIRA;1;AUTORIZADO PELO GERENT;
806;58276610;ISS;-1,58;0,00;-1,58;;28/05/2022;20:15:13;CALOLIVEIRA;1;AUTORIZADO PELO GERENT;
1106;58290176;ISS;-1,25;0,00;-1,25;;28/05/2022;0:25:00;RFREITAS;1;LCTO EM DUPLICIDADE;
903;58312781;STONE - MASTERCARD C;0;43,00;43,00;650847;28/05/2022;15:37:00;RFELIZ;1;ERRO DE LANÇAMENTO;
903;58312781;STONE - MASTERCARD D;0;43,00;43,00;650847;28/05/2022;15:38:00;RFELIZ;1;ERRO DE LANÇAMENTO;
302;58163921;STONE - VISA CREDITO;0;253,03;253,03;052578;28/05/2022;13:26:00;RFELIZ;1;ERRO DE LANÇAMENTO;
307;58017402;STONE - MASTERCARD C;0;259,47;259,47;578425;28/05/2022;0:31:00;RFREITAS;1;ERRO DE LANÇAMENTO;
601;58034277;DIFERENÇA DE DIARIA;-174,2;0,00;-174,20;UH: 601 Reserva: 580;28/05/2022;8:00:00;RFELIZ;1;ERRO DE LANÇAMENTO;
106;58278842;DIARIA;-0,01;0,00;-0,01;UH: 106 Reserva: 582;29/05/2022;8:12:38;RFELIZ;1;CORTESIA DE DIÁRIAS;
106;58278842;ISS;0;0,00;0,00;;29/05/2022;8:12:38;RFELIZ;1;CORTESIA DE DIÁRIAS;
1005;58225803;STONE - ELO DEBITO;0;143,87;143,87;014682;29/05/2022;15:35:00;RFELIZ;1;ERRO DE LANÇAMENTO;
;;STONE - ELO DEBITO;0;0,01;0,01;014682;29/05/2022;2:20:44;RFREITAS;1;ERRO DE LANÇAMENTO;
;;STONE - MASTERCARD D;0;0,01;0,01;014682;29/05/2022;15:37:05;RFELIZ;1;ERRO DE LANÇAMENTO;
1206;58013784;DIARIA;-294;0,00;-294,00;UH: 1206 Reserva: 58;30/05/2022;13:54:08;LPADOVINO;1;ERRO DE LANÇAMENTO;
411;58233792;STONE - VISA CREDITO;0;475,34;475,34;145926;30/05/2022;15:07:40;ANLGONCALVES;1;ERRO DE LANÇAMENTO;
505;58325328;NO SHOW;-184,8;0,00;-184,80;;30/05/2022;11:00:00;CALOLIVEIRA;1;AUTORIZADO PELO GERENT;
603;58314377;DIARIA NET;-130,71;0,00;-130,71;UH: 603 Reserva: 583;30/05/2022;11:40:00;CALOLIVEIRA;1;AUTORIZADO PELO GERENT;
603;58314377;LATE CHECKOUT;-124,5;0,00;-124,50;LATE CHECK OUT A;30/05/2022;11:40:00;CALOLIVEIRA;1;AUTORIZADO PELO GERENT;
308;57882231;ESTACIONAMENTO;-25;0,00;-25,00;rnj 118 ,;30/05/2022;0:43:00;RFELIZ;1;LCTO EM DUPLICIDADE;
101;57764514;FRIGOBAR;-18;0,00;-18,00;Venda: 75945056;30/05/2022;19:40:18;CFIOR;3;ERRO DO SISTEMA;
1101;58041087;FRIGOBAR;-16;0,00;-16,00;Venda: 75944029;30/05/2022;9:34:12;IGPESSOA;2;HOSPEDE NÃO CONSUMIU;
1206;58013784;ISS;-14,7;0,00;-14,70;;30/05/2022;13:54:08;LPADOVINO;1;ERRO DE LANÇAMENTO;
101;57764514;ISS;-11,62;0,00;-11,62;;30/05/2022;19:45:47;CFIOR;1;ERRO DE LANÇAMENTO;
205;58339299;ESTACIONAMENTO;-10;0,00;-10,00;rto - 0i81;30/05/2022;21:56:00;ECSOUSA;1;ERRO DE LANÇAMENTO;
505;58325328;ISS;-9,24;0,00;-9,24;;30/05/2022;11:00:00;CALOLIVEIRA;1;AUTORIZADO PELO GERENT;
603;58314377;ISS;-6,22;0,00;-6,22;;30/05/2022;11:40:00;CALOLIVEIRA;1;AUTORIZADO PELO GERENT;
308;57882231;ISS;-1,25;0,00;-1,25;;30/05/2022;0:43:00;RFELIZ;1;LCTO EM DUPLICIDADE;
205;58339299;ISS;-0,5;0,00;-0,50;;30/05/2022;21:56:00;ECSOUSA;1;ERRO DE LANÇAMENTO;
1105;58260668;STONE - MASTERCARD C;0;19,41;19,41;193591;30/05/2022;9:21:56;IGPESSOA;1;ERRO DE LANÇAMENTO;
604;57956502;STONE - VISA CREDITO;0;50,00;50,00;824231;30/05/2022;14:03:05;ANLGONCALVES;1;ERRO DE LANÇAMENTO;
306;58176373;STONE - VISA DEBITO;0;64,50;64,50;855278;30/05/2022;13:56:45;ANLGONCALVES;1;ERRO DE LANÇAMENTO;
;;STONE - MASTERCARD D;0;105,00;105,00;494854;30/05/2022;16:10:21;ANLGONCALVES;1;ERRO DE LANÇAMENTO;
603;58314377;STONE - MASTERCARD D;0;130,71;130,71;010554;30/05/2022;16:12:00;ANLGONCALVES;1;ERRO DE LANÇAMENTO;
1005;58225803;STONE - MASTERCARD D;0;143,87;143,87;014682;30/05/2022;16:00:28;ANLGONCALVES;1;ERRO DE LANÇAMENTO;
1102;57915229;A FATURAR;0;172,20;172,20;;30/05/2022;12:57:47;LPADOVINO;1;Erro de Laçto;
1102;57999031;A FATURAR;0;172,20;172,20;;30/05/2022;13:04:30;LPADOVINO;1;Erro de Laçto;
1106;58290176;STONE - MASTERCARD D;0;230,30;230,30;EVF9X6;30/05/2022;14:06:26;ANLGONCALVES;1;ERRO DE LANÇAMENTO;
1106;58290176;STONE - MASTERCARD C;0;230,30;230,30;631676;30/05/2022;14:11:05;ANLGONCALVES;1;ERRO DE LANÇAMENTO;
307;58017402;STONE - MASTERCARD C;0;259,47;259,47;578425;30/05/2022;15:03:47;ANLGONCALVES;1;ERRO DE LANÇAMENTO;
1206;58013784;A FATURAR;0;308,70;308,70;;30/05/2022;13:52:17;LPADOVINO;1;Erro de Laçto;
605;57915628;A FATURAR;0;344,40;344,40;;30/05/2022;12:52:02;LPADOVINO;1;Erro de Laçto;
;58340211;STONE - MASTERCARD C;0;421,05;421,05;T27037;30/05/2022;19:15:02;CALOLIVEIRA;1;AUTORIZADO PELO GERENT;
101;57764514;DIARIA;-232,47;0,00;-232,47;;30/05/2022;19:45:47;CFIOR;1;ERRO DE LANÇAMENTO;
702;58141723;DIFERENÇA DE DIARIA;-30;0,00;-30,00;VISITA.;31/05/2022;9:21:21;IGPESSOA;1;ERRO DE LANÇAMENTO;
;58348956;STONE - VISA CREDITO;0;485,69;485,69;038776;31/05/2022;11:49:07;CALOLIVEIRA;1;AUTORIZADO PELO GERENT;
406;58299823;STONE - MASTERCARD D;0;8,00;8,00;451988;31/05/2022;1:43:03;RFREITAS;1;ERRO DE LANÇAMENTO;
702;;  ISS;-2;0,00;-1,50;;01/06/2022;9:21:22;IGPESSOA;1;ERRO DE LANÇAMENTO;
